draw,location_id,age_group_id,value
draw_0,165,8,
draw_0,165,9,
draw_0,165,10,
draw_0,165,11,
draw_0,165,12,
draw_0,165,13,
draw_0,165,14,
draw_0,165,15,0.08637912084392285
draw_0,179,8,0.5175757625168607
draw_0,179,9,0.5157395167372546
draw_0,179,10,0.4704364761091192
draw_0,179,11,0.5414451628341828
draw_0,179,12,0.5083577849103774
draw_0,179,13,0.09582458874353778
draw_0,179,14,0.10829794729967593
draw_0,179,15,0.14405519828717683
draw_0,180,8,0.09396032612486586
draw_0,180,9,0.09241967967283124
draw_0,180,10,0.08755377162615174
draw_0,180,11,0.1277865101486428
draw_0,180,12,0.0972391921739043
draw_0,180,13,0.08598627593348353
draw_0,180,14,0.07092606267944333
draw_0,180,15,
draw_0,214,8,
draw_0,214,9,
draw_0,214,10,0.06992160016082097
draw_0,214,11,0.09415470496631598
draw_0,214,12,0.06957262003261581
draw_0,214,13,0.07711411626745114
draw_0,214,14,0.05986677025964373
draw_0,214,15,
draw_1,165,8,0.2571401589079179
draw_1,165,9,0.25994799383814043
draw_1,165,10,0.1703117142680529
draw_1,165,11,
draw_1,165,12,
draw_1,165,13,
draw_1,165,14,
draw_1,165,15,
draw_1,179,8,0.19473491278598273
draw_1,179,9,0.18185149424953564
draw_1,179,10,0.18073867629507342
draw_1,179,11,0.176277757567863
draw_1,179,12,0.20962251923370787
draw_1,179,13,0.2213015280537603
draw_1,179,14,0.2538297949292202
draw_1,179,15,0.25003755651326026
draw_1,180,8,0.14827524618854346
draw_1,180,9,0.14547650051188468
draw_1,180,10,
draw_1,180,11,0.17804799669892898
draw_1,180,12,0.10076631716522773
draw_1,180,13,
draw_1,180,14,
draw_1,180,15,0.0709409655429399
draw_1,214,8,0.12659007789855387
draw_1,214,9,0.12571928931412366
draw_1,214,10,0.15287872192083124
draw_1,214,11,0.1723397755494188
draw_1,214,12,0.11436332867146401
draw_1,214,13,0.12278090861305802
draw_1,214,14,0.13067157077549005
draw_1,214,15,
draw_10,165,8,0.13092466264267147
draw_10,165,9,0.13471275398573723
draw_10,165,10,0.08999313523421663
draw_10,165,11,0.12118297235421013
draw_10,165,12,0.06717688998738924
draw_10,165,13,
draw_10,165,14,
draw_10,165,15,0.07389196834872987
draw_10,179,8,0.4093739687831311
draw_10,179,9,0.37986790488535904
draw_10,179,10,0.40067116861120766
draw_10,179,11,0.40366815300580017
draw_10,179,12,0.3636599355719107
draw_10,179,13,0.35564549649587945
draw_10,179,14,0.39582957727777773
draw_10,179,15,0.4268673044656201
draw_10,180,8,0.18063253266236304
draw_10,180,9,0.17896387201550232
draw_10,180,10,0.1210929805604503
draw_10,180,11,0.09485099504606864
draw_10,180,12,0.07532982726266865
draw_10,180,13,0.12481842149044181
draw_10,180,14,0.06611811710835869
draw_10,180,15,0.07790861001578082
draw_10,214,8,0.20095358583113895
draw_10,214,9,0.19475001223802893
draw_10,214,10,0.1437466279900476
draw_10,214,11,0.14342205785670875
draw_10,214,12,0.09574900107830951
draw_10,214,13,0.12692031476914076
draw_10,214,14,0.11492857174896866
draw_10,214,15,
draw_100,165,8,0.2984401788434597
draw_100,165,9,0.28825481786403984
draw_100,165,10,
draw_100,165,11,
draw_100,165,12,
draw_100,165,13,
draw_100,165,14,0.09207381032417566
draw_100,165,15,
draw_100,179,8,0.4634876706447755
draw_100,179,9,0.4415022040283864
draw_100,179,10,0.42282644037491945
draw_100,179,11,0.38327286383065007
draw_100,179,12,0.2660289741992506
draw_100,179,13,0.12003337332811809
draw_100,179,14,0.15221618936156403
draw_100,179,15,0.14891439032701098
draw_100,180,8,0.09345190092029415
draw_100,180,9,0.09453232415574477
draw_100,180,10,0.10149943109263306
draw_100,180,11,0.12509714784845294
draw_100,180,12,0.14360622419950317
draw_100,180,13,0.16541067628233264
draw_100,180,14,0.1568008092244679
draw_100,180,15,
draw_100,214,8,0.06958962292141514
draw_100,214,9,0.06803557861849087
draw_100,214,10,0.08651006057989812
draw_100,214,11,0.09128995722564207
draw_100,214,12,0.09681427856350626
draw_100,214,13,0.06347470452330056
draw_100,214,14,0.0931679577050842
draw_100,214,15,0.14515016464013447
draw_101,165,8,0.13248971388664563
draw_101,165,9,0.12786340931611218
draw_101,165,10,0.1962116450297739
draw_101,165,11,0.1027964929103956
draw_101,165,12,0.09771285119418104
draw_101,165,13,0.08366910368421758
draw_101,165,14,0.08609408469713994
draw_101,165,15,
draw_101,179,8,
draw_101,179,9,
draw_101,179,10,
draw_101,179,11,0.11380632479392272
draw_101,179,12,0.07634417087326494
draw_101,179,13,0.2888365056821946
draw_101,179,14,0.3036081118651644
draw_101,179,15,0.4010344251265825
draw_101,180,8,0.12516137680672412
draw_101,180,9,0.12183450993374931
