,index,draw,location_id,age_group_id,value
609,609,draw_108,165,14,0.008741204
610,610,draw_108,165,15,0.003071045
611,611,draw_108,165,16,0.029677313
612,612,draw_108,174,8,0.008216146
613,613,draw_108,174,9,0.00591661
614,614,draw_108,174,10,0.008095865
615,615,draw_108,174,11,0.011305349
616,616,draw_108,174,12,0.007448245
617,617,draw_108,174,13,0.008537717
618,618,draw_108,174,14,0.00793447
619,619,draw_108,174,15,0.007674102
620,620,draw_108,174,16,0.005300996
621,621,draw_108,179,8,0.008216146
622,622,draw_108,179,9,0.00591661
623,623,draw_108,179,10,0.008095865
624,624,draw_108,179,11,0.011305349
625,625,draw_108,179,12,0.007448245
626,626,draw_108,179,13,0.008537717
627,627,draw_108,179,14,0.00793447
628,628,draw_108,179,15,0.007674102
629,629,draw_108,179,16,0.005300996
630,630,draw_108,199,8,0.018081551
631,631,draw_108,199,9,0.015096911
632,632,draw_108,199,10,0.01160441
633,633,draw_108,199,11,0.017289577
634,634,draw_108,199,12,0.018653231
635,635,draw_108,199,13,0.020858602
636,636,draw_108,199,14,0.012419284
637,637,draw_108,199,15,0.015393397
638,638,draw_108,199,16,0.049935556
639,639,draw_108,214,8,0.018081551
640,640,draw_108,214,9,0.015096911
641,641,draw_108,214,10,0.01160441
642,642,draw_108,214,11,0.017289577
643,643,draw_108,214,12,0.018653231
644,644,draw_108,214,13,0.020858602
645,645,draw_108,214,14,0.012419284
646,646,draw_108,214,15,0.015393397
647,647,draw_108,214,16,0.049935556
648,648,draw_109,159,8,0.020147905
649,649,draw_109,159,9,0.006268946
650,650,draw_109,159,10,0.03736932
651,651,draw_109,159,11,0.029683893
652,652,draw_109,159,12,0.050435983
653,653,draw_109,159,13,0.038865935
654,654,draw_109,159,14,0.037796295
655,655,draw_109,159,15,0.006422467
656,656,draw_109,159,16,0.037615223
657,657,draw_109,165,8,0.020147905
658,658,draw_109,165,9,0.006268946
659,659,draw_109,165,10,0.03736932
660,660,draw_109,165,11,0.029683893
661,661,draw_109,165,12,0.050435983
662,662,draw_109,165,13,0.038865935
663,663,draw_109,165,14,0.037796295
664,664,draw_109,165,15,0.006422467
665,665,draw_109,165,16,0.037615223
666,666,draw_109,174,8,0.005094707
667,667,draw_109,174,9,0.006484194
668,668,draw_109,174,10,0.010503411
669,669,draw_109,174,11,0.012076783
670,670,draw_109,174,12,0.007630245
671,671,draw_109,174,13,0.011583175
672,672,draw_109,174,14,0.005775973
673,673,draw_109,174,15,0.003597247
674,674,draw_109,174,16,0.021932002
675,675,draw_109,179,8,0.005094707
676,676,draw_109,179,9,0.006484194
677,677,draw_109,179,10,0.010503411
678,678,draw_109,179,11,0.012076783
679,679,draw_109,179,12,0.007630245
680,680,draw_109,179,13,0.011583175
681,681,draw_109,179,14,0.005775973
682,682,draw_109,179,15,0.003597247
683,683,draw_109,179,16,0.021932002
684,684,draw_109,199,8,0.015330539
685,685,draw_109,199,9,0.011577596
686,686,draw_109,199,10,0.010810368
687,687,draw_109,199,11,0.020234204
688,688,draw_109,199,12,0.017960166
689,689,draw_109,199,13,0.014272357
690,690,draw_109,199,14,0.011272225
691,691,draw_109,199,15,0.004179906
692,692,draw_109,199,16,0.008046236
693,693,draw_109,214,8,0.015330539
694,694,draw_109,214,9,0.011577596
695,695,draw_109,214,10,0.010810368
696,696,draw_109,214,11,0.020234204
697,697,draw_109,214,12,0.017960166
698,698,draw_109,214,13,0.014272357
699,699,draw_109,214,14,0.011272225
700,700,draw_109,214,15,0.004179906
701,701,draw_109,214,16,0.008046236
702,702,draw_11,159,8,0.010561845
703,703,draw_11,159,9,0.005098006
704,704,draw_11,159,10,0.011832125
705,705,draw_11,159,11,0.002147032
706,706,draw_11,159,12,0.010197183
707,707,draw_11,159,13,0.005564697
708,708,draw_11,159,14,0.029293823
709,709,draw_11,159,15,0.02105704
710,710,draw_11,159,16,0.034559441
711,711,draw_11,165,8,0.010561845
712,712,draw_11,165,9,0.005098006
713,713,draw_11,165,10,0.011832125
714,714,draw_11,165,11,0.002147032
715,715,draw_11,165,12,0.010197183
716,716,draw_11,165,13,0.005564697
717,717,draw_11,165,14,0.029293823
718,718,draw_11,165,15,0.02105704
719,719,draw_11,165,16,0.034559441
720,720,draw_11,174,8,0.005554172
721,721,draw_11,174,9,0.010677663
722,722,draw_11,174,10,0.004967382
723,723,draw_11,174,11,0.010557585
724,724,draw_11,174,12,0.009257703
725,725,draw_11,174,13,0.007246626
726,726,draw_11,174,14,0.00723676
727,727,draw_11,174,15,0.009613293
728,728,draw_11,174,16,0.003774412
729,729,draw_11,179,8,0.005554172
730,730,draw_11,179,9,0.010677663
731,731,draw_11,179,10,0.004967382
732,732,draw_11,179,11,0.010557585
