,draw,location_id,location_name,value
500,draw_0,180,Kenya,0.8007783714126916
501,draw_1,180,Kenya,0.8013526615955237
502,draw_2,180,Kenya,0.8062551920509161
503,draw_3,180,Kenya,0.8289531556759935
504,draw_4,180,Kenya,0.814881014542259
505,draw_5,180,Kenya,0.8257799302389126
506,draw_6,180,Kenya,0.7866911515948449
507,draw_7,180,Kenya,0.8202919187944311
508,draw_8,180,Kenya,0.8347830083513341
509,draw_9,180,Kenya,0.8075386061492693
510,draw_10,180,Kenya,0.8454653267783365
511,draw_11,180,Kenya,0.802434337025554
512,draw_12,180,Kenya,0.8062371206431262
513,draw_13,180,Kenya,0.7871267712738013
514,draw_14,180,Kenya,0.8069594132622012
515,draw_15,180,Kenya,0.798856638996588
516,draw_16,180,Kenya,0.8412909206857434
517,draw_17,180,Kenya,0.8228347827929454
518,draw_18,180,Kenya,0.8351581079842928
519,draw_19,180,Kenya,0.8406599068205419
520,draw_20,180,Kenya,0.7981945967885272
521,draw_21,180,Kenya,0.7908621550210576
522,draw_22,180,Kenya,0.8373000768507927
523,draw_23,180,Kenya,0.802605783495354
524,draw_24,180,Kenya,0.8195525649128383
525,draw_25,180,Kenya,0.8072533678864967
526,draw_26,180,Kenya,0.8177528138069384
527,draw_27,180,Kenya,0.8132489759759544
528,draw_28,180,Kenya,0.818320625425108
529,draw_29,180,Kenya,0.8074414727263306
530,draw_30,180,Kenya,0.8268747599567707
531,draw_31,180,Kenya,0.8083421606020591
532,draw_32,180,Kenya,0.8242999859037333
533,draw_33,180,Kenya,0.7967154947071149
534,draw_34,180,Kenya,0.8109844782527285
535,draw_35,180,Kenya,0.8024473940115056
536,draw_36,180,Kenya,0.8190648273992455
537,draw_37,180,Kenya,0.8044360991235907
538,draw_38,180,Kenya,0.8232152589937688
539,draw_39,180,Kenya,0.8172236295367193
540,draw_40,180,Kenya,0.8055739094003066
541,draw_41,180,Kenya,0.8082471438509997
542,draw_42,180,Kenya,0.8133930500899784
543,draw_43,180,Kenya,0.8087805579504826
544,draw_44,180,Kenya,0.8200893943175888
545,draw_45,180,Kenya,0.8198826194988312
546,draw_46,180,Kenya,0.8155269600749261
547,draw_47,180,Kenya,0.8289144516732124
548,draw_48,180,Kenya,0.8043252601930797
549,draw_49,180,Kenya,0.833452036863147
550,draw_50,180,Kenya,0.8038518784031364
551,draw_51,180,Kenya,0.8361178330068352
552,draw_52,180,Kenya,0.8253032383870361
553,draw_53,180,Kenya,0.8364185851123427
554,draw_54,180,Kenya,0.8332429554698364
555,draw_55,180,Kenya,0.8379075382489852
556,draw_56,180,Kenya,0.7975465745139327
557,draw_57,180,Kenya,0.8015374157632454
558,draw_58,180,Kenya,0.8022213626228233
559,draw_59,180,Kenya,0.8311083435542237
560,draw_60,180,Kenya,0.8476707486036523
561,draw_61,180,Kenya,0.8072536742564321
562,draw_62,180,Kenya,0.8005453415878651
563,draw_63,180,Kenya,0.8007061694432928
564,draw_64,180,Kenya,0.8165707834733267
565,draw_65,180,Kenya,0.8203389006130604
566,draw_66,180,Kenya,0.8128938692653935
567,draw_67,180,Kenya,0.8059988320432028
568,draw_68,180,Kenya,0.8192935352616137
569,draw_69,180,Kenya,0.8217019713673362
570,draw_70,180,Kenya,0.8045519883598063
571,draw_71,180,Kenya,0.805562039627608
572,draw_72,180,Kenya,0.8215720396789414
573,draw_73,180,Kenya,0.8330072351412384
574,draw_74,180,Kenya,0.8147503658469539
575,draw_75,180,Kenya,0.8215549786043695
576,draw_76,180,Kenya,0.8210494606534274
577,draw_77,180,Kenya,0.8015333525403501
578,draw_78,180,Kenya,0.7985203265839687
579,draw_79,180,Kenya,0.8100581671232925
580,draw_80,180,Kenya,0.810023576868871
581,draw_81,180,Kenya,0.8254664069809556
582,draw_82,180,Kenya,0.7919375001101738
583,draw_83,180,Kenya,0.8095308110560415
584,draw_84,180,Kenya,0.819300289791186
585,draw_85,180,Kenya,0.8128080487992526
586,draw_86,180,Kenya,0.8146299077305708
587,draw_87,180,Kenya,0.8155526528626227
588,draw_88,180,Kenya,0.8130971670212097
589,draw_89,180,Kenya,0.8110947572752558
590,draw_90,180,Kenya,0.8135412380541978
591,draw_91,180,Kenya,0.8161955483120757
592,draw_92,180,Kenya,0.8020220235152219
593,draw_93,180,Kenya,0.8333512223649808
594,draw_94,180,Kenya,0.8152300111318607
595,draw_95,180,Kenya,0.8198360038710116
596,draw_96,180,Kenya,0.8025579694058312
597,draw_97,180,Kenya,0.7903640501424991
598,draw_98,180,Kenya,0.8128662309670817
599,draw_99,180,Kenya,0.8200492644828792
600,draw_100,180,Kenya,0.7918653681687882
601,draw_101,180,Kenya,0.8018298650975
602,draw_102,180,Kenya,0.8106855165589428
603,draw_103,180,Kenya,0.8270867393766115
604,draw_104,180,Kenya,0.841101653695629
605,draw_105,180,Kenya,0.8091091891463345
606,draw_106,180,Kenya,0.8279121167831632
607,draw_107,180,Kenya,0.820332701392841
608,draw_108,180,Kenya,0.799699181411834
609,draw_109,180,Kenya,0.8246675557598857
610,draw_110,180,Kenya,0.8212346730398804
611,draw_111,180,Kenya,0.8179134192659714
612,draw_112,180,Kenya,0.8126275778558815
613,draw_113,180,Kenya,0.8160874351582186
614,draw_114,180,Kenya,0.8290929695536459
615,draw_115,180,Kenya,0.8262601392860155
616,draw_116,180,Kenya,0.8394169641413104
617,draw_117,180,Kenya,0.8162367303128518
618,draw_118,180,Kenya,0.8355756660942374
619,draw_119,180,Kenya,0.8031435467839331
620,draw_120,180,Kenya,0.8263681280753684
621,draw_121,180,Kenya,0.8433009146369004
622,draw_122,180,Kenya,0.8185345136230281
623,draw_123,180,Kenya,0.8132793995407875
624,draw_124,180,Kenya,0.8227390401439636
625,draw_125,180,Kenya,0.820134507479048
626,draw_126,180,Kenya,0.8067800282403704
627,draw_127,180,Kenya,0.8001637193790891
628,draw_128,180,Kenya,0.8354715281357953
629,draw_129,180,Kenya,0.7972992574347656
630,draw_130,180,Kenya,0.8111587082995544
631,draw_131,180,Kenya,0.8228694474765054
632,draw_132,180,Kenya,0.8057168490773837
633,draw_133,180,Kenya,0.8120973354519556
634,draw_134,180,Kenya,0.80054301328579
635,draw_135,180,Kenya,0.8185558511558717
636,draw_136,180,Kenya,0.8130944240527631
637,draw_137,180,Kenya,0.8279764797597267
638,draw_138,180,Kenya,0.8007962737542487
639,draw_139,180,Kenya,0.8162402580533926
640,draw_140,180,Kenya,0.8089659325621054
641,draw_141,180,Kenya,0.818785640710318
642,draw_142,180,Kenya,0.8351981337951782
643,draw_143,180,Kenya,0.8023708333757222
644,draw_144,180,Kenya,0.8053189668064137
645,draw_145,180,Kenya,0.8228400965313151
646,draw_146,180,Kenya,0.8015473386631374
647,draw_147,180,Kenya,0.7933212374773977
648,draw_148,180,Kenya,0.8196831176026544
649,draw_149,180,Kenya,0.8142512643241595
650,draw_150,180,Kenya,0.8286979117642497
651,draw_151,180,Kenya,0.8177364836636343
652,draw_152,180,Kenya,0.8139433081947021
653,draw_153,180,Kenya,0.803281458288266
654,draw_154,180,Kenya,0.8131155954734802
655,draw_155,180,Kenya,0.8103743139544093
656,draw_156,180,Kenya,0.8207026013076222
657,draw_157,180,Kenya,0.8193981492808555
658,draw_158,180,Kenya,0.8166181775543454
659,draw_159,180,Kenya,0.800305470511886
660,draw_160,180,Kenya,0.8137049011496107
661,draw_161,180,Kenya,0.7889944727887631
662,draw_162,180,Kenya,0.8195910724664617
